TAG,TEXT,LINK
<p>,"The MOU that was signed today will mark the beginning of what is hoped will be a long and fruitful collaboration, for promoting energy efficiency and energy conservation and bridge the gap between theory and field through technical inputs at onsite locations.","https://pec.ac.in/events/mou-signed-between-pec-and-peda"
<p>,"PEC welcomed Mr. Bikram Singh Garewal, the university’s oldest alum at Homecoming 2020: Global Alumni Meet. After graduating from PEC in 1943, Mr.Bikram has gone on to achieve many great feats in life.","https://pec.ac.in/events/mou-signed-between-pec-and-peda"
<p>,"A MoU was signed between PEC and PEDA for Research and Development Projects on Energy Conservation & Energy Efficiency under Bureau of Energy Efficiency, Ministry of Power, Govt. of India.","https://pec.ac.in/events/mou-signed-between-pec-and-peda"
<p>,"PEC has completed 98 wonderful years since it’s foundation in 1921. A celebratory event was organized to mark the foundation of the college. The Chief Guest for the event was Director, PEC, Prof. Dheeraj Sanghi.","https://pec.ac.in/events/mou-signed-between-pec-and-peda"
<p>,"All Top Stories","https://pec.ac.in/events/mou-signed-between-pec-and-peda"
<p>,"Copyright © 2020 Punjab Engineering College (Deemed to be University), Sector 12, Chandigarh, 160012","https://pec.ac.in/events/mou-signed-between-pec-and-peda"
<p>,"Quick Links","https://pec.ac.in/events/98th-foundation-day"
<p>,"","https://pec.ac.in/events/98th-foundation-day"
<p>,"Punjab Engineering College (Deemed to be University) has completed 98 wonderful years since it’s foundation in 1921. A celebratory event was organized to mark the foundation of the college, which started with a lamp lightning ceremony. Chief guest Director, PEC, Dr. Dheeraj Sanghi, ex-Directors Vijay Gupta and Manoj Datta shared the podium with Dr. Divya Bansal. The Chief Guests also included Dr. Siby John (Deputy Director) and Dr. Sushant Samir (Registrar).","https://pec.ac.in/events/98th-foundation-day"
<p>,"The lamp lighting ceremony was followed by the Director’s speech, where he started off by wishing Punjab Engineering College, a very happy 98th Birthday. He highlighted his vision for the University and re-emphasized his plans to promote internships and taking up transferred semesters in various institutions and universities to gain lots of exposure, something which is lacking in a lot of graduates of recent time. He also highlighted that Punjab Engineering College has the ‘top 1%’ of students, and inherently it becomes the responsibility of the University to provide them with apt care, attention and opportunities. His moto, change India by taking one step at a time, was highlighted to seek as much help, and as much experience as one possibly could, as it is only then that you learn.","https://pec.ac.in/events/98th-foundation-day"
<p>,"He then introduced Dr. Vijay Gupta, and elucidated that they both had a similar vision of what they wanted PEC to be. Dr. Gupta began on a light and yet an emotional note, stating that he was surprised he needed a microphone, as he had taken many a lecture in the same hall, behind the same podium, to an Auditorium full of students, without ever needing a mic. His golden rule, he stated, was that he believed in making many mistakes, but he’d rather err while experimenting than practicing. He too recognized the fact that providing a good student experience was paramount above all things. He then talked about how India still follows a science-based education system which is out of touch with our time and requirements. His speech was supplemented by Dr. Dutta. He opened his speech with a remarkable idea of ‘Free and Unrestricted Choice for Education’ and emphasized on continuous self-evaluation as a key to success. His main idea was that the University should take examples from other institutions, but never try to copy or clone them, the variance that a University provides over other institution is what attracts people. He also stated his idea about restructuring the M.Tech programs and provide more focus on them. His ideas to promote the entrepreneurship and start-ups in India were vivid and he highlighted the errs in using the ranking system for colleges and how they may be inaccurate and might lose their purpose.","https://pec.ac.in/events/98th-foundation-day"
<p>,"A dance performance by the Dramatics Club of PEC, and a video entailing the history of PEC and its highlights helped to raise the energy in the room.","https://pec.ac.in/events/98th-foundation-day"
<p>,"The event ended by Dr. Divya Bansal thanking all dignitaries and students present there for helping make this day truly memorable.","https://pec.ac.in/events/98th-foundation-day"
<p>,"PEC welcomed Mr. Bikram Singh Garewal, the university’s oldest alum at Homecoming 2020: Global Alumni Meet. After graduating from PEC in 1943, Mr.Bikram has gone on to achieve many great feats in life.","https://pec.ac.in/events/98th-foundation-day"
<p>,"A MoU was signed between PEC and PEDA for Research and Development Projects on Energy Conservation & Energy Efficiency under Bureau of Energy Efficiency, Ministry of Power, Govt. of India.","https://pec.ac.in/events/98th-foundation-day"
<p>,"PEC has completed 98 wonderful years since it’s foundation in 1921. A celebratory event was organized to mark the foundation of the college. The Chief Guest for the event was Director, PEC, Prof. Dheeraj Sanghi.","https://pec.ac.in/events/98th-foundation-day"
<p>,"All Top Stories","https://pec.ac.in/events/98th-foundation-day"
<p>,"Copyright © 2020 Punjab Engineering College (Deemed to be University), Sector 12, Chandigarh, 160012","https://pec.ac.in/events/98th-foundation-day"
<p>,"Quick Links","https://pec.ac.in/sanjeev-kumar"
<p>,"","https://pec.ac.in/sanjeev-kumar"
<p>,"Quick Links","https://pec.ac.in/applied-sciences"
<p>,"","https://pec.ac.in/applied-sciences"
<p>,"The department offers core courses in Mathematics, Physics, Chemistry, Engineering Geology and Humanities/Management. Under Humanities/Management , Communication skills (Basic and Advanced) and Ethics and Self - awareness are offered as core courses to B. E. 1st year students. Moreover, elective courses like Economics, Psychology, Sociology, French, Management Concepts & Practices, Entrepreneurship, Business Environment & Industrial Legislation, and Corporate Finance etc. are offered to B. E. 2nd , 3rd and 4th year students. In addition to the one compulsory common course in Mathematics for B.E. 1st year students, several elective courses such as Numerical Analysis, Vector Calculus, Fourier Series & Laplace transforms, Probability & Statistics and Partial Differential Equations & Special Functions are offered to select branches of undergraduate engineering according to the prescribed curriculum. Furthermore, courses in Advanced Mathematics are offered to postgraduate students of various branches of engineering.","https://pec.ac.in/applied-sciences"
<p>,"For undergraduate students admitted in the year 2014 onwards, minor specialization courses are being offered in the fields of Mathematics, Physics, Chemistry and Management.","https://pec.ac.in/applied-sciences"
<p>,"The department has well equipped laboratories to impart practical training to the students in the field of Physics, Chemistry and Engineering Geology. A Computing lab has also been set up recently in the Department, which is also equipped with facilities (English edge software) enabling it to be used as a language lab.The purpose of the language lab is to brush-up the communication skills of students for transforming their personality.","https://pec.ac.in/applied-sciences"
<p>,"The department provides facilities for research leading to the degree of Doctor of Philosophy in the fields of Mathematics, Physics, Chemistry, Commerce, Finance & Management and Engineering Geology. In spite of the fact that the Ph.D. Program at the insitute is quite young, there are 20 students at present pursuing their Ph. D. programs out of which 2 have already submitted their thesis. In addition 9 students have already been awarded Ph.D degrees.","https://pec.ac.in/applied-sciences"
<p>,"The faculty of the Department is highly qualified. Out of the 15 regular and 3 contractual faculty members working at present, 10 are with a Doctrate degree and 4 are pursuing their Ph. D. programs.","https://pec.ac.in/applied-sciences"
<p>,"Copyright © 2020 Punjab Engineering College (Deemed to be University), Sector 12, Chandigarh, 160012","https://pec.ac.in/applied-sciences"
<p>,"Quick Links","https://pec.ac.in/applied-sciences/words-hod"
<p>,"","https://pec.ac.in/applied-sciences/words-hod"
<p>,"The fields of Science and Engineering are interlinked. Scientific knowledge is used to create new technologies and new technologies enable us to expand the field of Science. One of the educational objectives of our institute is to impart science based engineering education to develop professional skills. The department of Applied Sciences has always striven to accomplish it by building a strong base of science for engineering graduates. Various courses have been designed to develop analytic abilities in students.The department has made a steady progress in teaching and research since its establishment.","https://pec.ac.in/applied-sciences/words-hod"
